distance_km,engine_size,cylinders,driving_style,elevation_change,fuel_type,temperature,fuel_consumption
397.23,2.4,4,1,485.4,1,40.22,54.4
150.64,3.0,6,2,137.0,0,26.05,24.21
161.85,2.0,4,1,5.74,1,10.97,14.99
343.41,2.0,4,2,-155.31,1,42.55,37.06
438.47,3.5,6,0,457.94,1,21.98,51.41
31.33,3.5,6,2,464.96,0,40.83,5.47
229.82,2.4,4,2,-209.97,1,6.02,28.66
360.16,5.7,8,0,-83.43,1,4.17,49.4
162.12,3.6,6,1,179.25,1,22.33,24.43
472.9,3.0,6,2,-378.74,0,21.88,57.2
329.26,6.7,12,2,-187.97,0,38.4,69.56
466.91,3.6,6,1,288.7,0,41.33,70.53
101.04,3.5,6,0,-23.93,1,42.05,10.35
215.24,3.0,6,2,66.41,0,31.31,33.03
212.16,2.0,4,0,-92.56,1,30.14,13.71
322.52,6.0,12,1,351.25,0,0.0,60.61
126.93,1.3,3,0,196.56,1,28.47,9.03
64.12,2.0,4,2,320.12,0,2.75,8.11
408.04,3.0,6,1,-405.27,0,15.21,36.32
258.66,5.3,8,1,-79.81,1,6.95,36.47
293.78,2.7,4,1,-320.7,1,9.82,35.04
179.46,1.2,3,0,-327.79,1,2.76,11.47
360.06,2.5,4,1,-386.59,0,22.98,29.99
471.69,5.7,8,2,-487.55,1,35.59,88.18
191.86,3.5,6,1,396.83,0,44.04,21.51
265.16,2.0,4,0,382.28,0,19.43,26.32
134.51,2.0,4,0,453.11,0,9.11,13.43
334.84,2.0,4,2,-68.35,1,38.5,40.59
317.34,2.0,4,1,285.42,1,26.3,28.9
77.67,2.0,4,0,-68.62,0,28.45,5.81
350.76,3.5,6,1,-250.33,1,41.71,42.24
23.82,5.3,8,1,-56.91,0,16.85,3.55
56.36,6.2,8,1,233.92,1,5.46,9.02
48.27,2.0,4,2,-293.22,0,10.08,5.93
225.31,3.7,6,2,146.72,1,41.23,45.55
383.07,2.0,4,2,321.29,1,41.16,66.98
494.52,3.5,6,1,76.68,1,26.15,73.04
272.71,4.0,8,0,-175.99,0,24.72,30.03
285.38,2.0,4,1,-200.91,0,43.14,24.41
450.59,2.0,4,2,25.81,0,34.26,40.11
293.13,3.6,6,0,313.65,0,43.64,32.18
268.82,6.2,8,1,-71.37,1,35.2,51.36
118.09,3.0,6,0,360.6,0,8.27,13.27
151.86,5.3,8,2,-120.49,1,36.08,27.71
493.69,2.5,4,0,60.55,0,5.31,28.7
71.34,3.0,6,0,-310.42,0,27.67,5.91
364.68,3.0,6,0,161.15,1,42.98,38.71
127.7,3.0,6,0,300.05,0,14.62,14.61
230.3,3.0,6,2,-161.96,0,24.46,32.38
64.85,2.0,4,1,-288.16,1,1.46,6.2
142.24,2.0,4,2,457.94,1,38.86,17.56
477.76,3.5,6,0,-175.36,0,33.45,35.05
486.12,4.4,8,2,-344.78,1,18.51,67.92
195.9,3.0,6,0,6.5,1,10.1,22.28
94.15,2.0,4,1,-397.18,1,21.53,7.63
408.82,4.0,8,2,83.32,1,41.96,75.42
482.16,2.4,4,2,275.45,0,0.45,71.87
323.35,5.3,8,0,329.59,1,43.99,43.07
21.8,4.0,6,0,-290.67,0,34.01,2.28
483.5,3.0,6,2,-143.94,1,3.28,62.01
31.3,3.4,6,1,481.21,1,6.26,5.74
59.69,3.5,6,0,147.4,1,24.66,5.93
318.65,3.6,6,2,-268.13,1,19.62,42.19
256.28,2.5,4,2,-192.96,1,16.99,38.55
316.56,3.0,6,2,80.22,1,0.97,44.16
90.33,6.6,12,0,38.58,0,14.06,11.57
243.28,2.0,4,2,-498.07,0,6.31,11.81
367.7,3.0,6,1,334.38,1,28.94,50.15
492.78,2.4,4,0,43.66,1,32.29,42.66
347.19,3.0,4,1,219.63,1,0.0,32.48
388.86,3.6,6,2,-262.87,1,9.33,78.09
170.61,3.0,6,2,166.83,0,20.03,23.87
185.67,4.0,8,0,340.94,0,31.34,28.63
240.02,4.4,8,1,-350.99,1,8.44,29.86
463.74,2.0,4,1,30.02,0,23.45,43.22
346.45,5.0,8,0,330.72,1,24.18,50.1
419.74,3.9,8,2,203.3,1,19.49,75.56
428.56,2.5,4,1,-160.62,1,24.85,39.91
11.1,3.5,6,2,239.18,1,16.8,1.72
182.09,2.0,4,1,-300.59,1,40.29,17.97
421.68,2.0,4,0,176.45,0,22.8,37.01
136.69,3.0,6,2,234.85,0,23.24,18.89
11.4,3.0,6,0,-14.29,0,1.17,1.24
238.67,2.0,4,1,-22.55,0,41.66,24.55
497.77,3.8,6,2,189.27,0,42.8,77.96
342.94,2.7,4,0,431.45,1,35.1,45.26
105.97,3.3,6,0,-456.59,1,15.71,9.35
60.72,3.0,6,2,-6.62,1,38.34,7.87
145.02,2.0,4,2,162.7,0,35.99,19.12
265.4,2.0,4,1,-201.5,0,17.68,25.57
11.17,2.5,4,1,-51.09,0,35.75,0.63
456.04,2.7,4,2,-426.74,0,39.06,80.54
120.14,2.7,4,0,-423.86,1,31.21,8.76
70.34,2.5,4,1,-217.49,1,10.41,6.03
141.28,3.0,6,0,-344.78,1,24.52,14.4
457.94,4.6,8,0,118.52,0,17.08,62.19
188.68,2.0,4,2,-375.11,0,34.95,15.7
353.52,3.4,6,0,-253.1,1,30.02,34.04
341.32,4.0,8,2,-99.7,0,39.4,59.46
415.89,4.0,8,0,-122.31,0,31.76,47.93
201.49,2.4,4,0,-206.95,1,0.02,15.32
103.64,2.0,4,2,-405.44,0,25.09,8.18
372.11,2.0,4,1,269.95,0,43.95,40.27
157.87,1.6,4,1,-296.8,0,23.39,11.07
493.11,3.5,6,1,495.53,0,44.47,65.54
120.99,3.8,6,2,177.8,1,21.83,19.26
402.47,2.5,4,1,436.64,0,0.66,54.75
7.08,2.3,4,0,-67.72,1,32.27,0.62
441.9,3.5,6,0,-314.33,1,36.99,52.23
136.68,2.4,4,2,286.58,0,10.55,19.5
100.19,3.0,6,2,-319.87,0,1.6,13.61
412.69,2.7,4,2,424.0,1,25.12,73.39
319.04,2.0,4,1,-235.59,0,38.35,30.66
487.61,2.7,4,0,114.32,1,41.52,47.0
130.47,3.0,6,0,329.59,0,38.82,15.56
480.06,5.0,8,0,24.55,1,40.01,53.02
160.23,3.2,6,1,-11.2,1,0.41,17.92
21.8,2.0,4,1,76.63,0,10.83,1.82
17.02,3.6,6,2,347.87,0,2.12,2.76
77.95,1.5,4,2,100.78,1,28.48,6.78
178.72,2.4,4,2,280.38,1,16.0,26.48
343.98,3.3,6,2,-400.03,1,31.92,50.31
125.61,2.0,4,0,457.15,1,14.98,13.05
212.56,2.5,4,2,404.52,1,3.91,20.23
185.65,4.0,6,0,-93.68,1,38.45,21.12
139.52,3.6,6,0,-267.31,1,25.22,14.19
243.99,4.4,8,0,-140.25,0,36.79,25.17
455.54,2.0,4,1,-78.12,1,31.13,42.77
267.69,3.2,6,2,-403.96,1,38.49,33.77
118.84,3.0,6,1,74.96,0,7.89,16.26
479.45,2.0,4,0,456.18,1,36.38,47.45
216.26,2.4,4,0,109.92,0,15.65,21.01
297.29,3.6,6,1,-230.65,1,36.45,31.44
103.31,3.0,4,1,144.91,1,20.15,9.91
158.43,2.0,4,0,-14.65,1,29.14,12.53
378.43,3.5,6,0,-120.66,1,19.86,39.63
225.76,4.0,8,0,-91.11,1,21.72,27.14
368.31,3.5,6,0,38.44,1,38.87,31.69
77.69,3.0,6,0,-385.39,0,17.98,5.64
486.26,3.0,6,2,158.1,0,34.42,80.56
72.81,3.9,8,2,-186.39,0,26.61,11.79
249.49,3.6,6,1,-309.06,0,20.48,25.54
148.07,2.0,4,1,70.39,1,29.46,10.87
428.66,2.0,4,2,-340.9,1,35.55,48.39
76.46,2.0,4,2,237.32,1,44.19,5.01
37.6,2.7,4,1,48.43,0,10.79,3.68
182.65,2.0,4,2,488.84,1,0.36,16.4
78.06,1.8,4,2,488.33,1,25.59,10.01
194.31,2.0,4,1,-199.05,0,26.28,13.89
291.13,2.0,4,2,-359.33,0,17.87,36.55
177.64,3.0,6,2,-277.48,1,9.07,23.44
94.73,3.0,6,2,-229.01,0,32.21,11.49
181.15,6.2,8,0,187.52,0,11.72,20.62
405.92,2.0,4,2,206.38,1,9.98,41.41
492.02,2.0,4,2,367.64,0,10.45,64.28
437.67,2.0,4,1,-42.12,0,1.86,41.74
490.15,3.0,6,2,482.71,0,8.54,92.73
301.43,3.0,6,0,-324.39,0,33.87,24.32
435.17,3.0,6,1,68.89,1,34.87,49.45
195.42,4.4,8,0,217.7,0,31.83,25.04
294.56,3.0,6,1,32.02,0,5.16,39.26
379.35,6.2,8,0,-397.38,0,18.89,40.37
294.11,5.3,8,2,-333.09,1,3.91,49.51
363.65,2.4,4,1,399.35,1,38.67,51.33
409.67,2.0,4,0,360.04,1,36.51,37.58
311.23,1.8,4,2,189.99,0,24.42,30.56
39.45,3.0,6,1,-1.25,1,8.74,3.95
212.24,2.4,4,1,74.73,1,11.99,20.17
194.84,5.3,8,1,-141.08,1,43.03,28.16
45.77,2.0,4,0,-194.88,1,22.99,3.33
210.18,2.4,4,1,485.2,1,36.31,25.01
187.57,2.5,4,2,-196.07,0,40.99,22.23
336.65,3.8,6,0,113.87,1,17.0,33.48
74.64,2.4,4,2,-393.37,1,17.13,8.53
276.37,2.0,4,2,-112.73,0,27.02,28.89
14.8,2.0,4,0,332.88,0,35.2,1.19
395.43,2.3,4,2,-121.46,0,24.92,61.58
282.38,3.8,6,0,241.31,0,36.62,32.53
250.79,2.5,4,1,432.01,1,36.38,19.7
128.72,2.0,4,1,-97.0,1,40.66,14.57
232.25,3.6,6,1,13.2,0,32.48,26.33
226.57,3.6,6,1,-491.04,1,18.96,23.37
276.36,6.4,8,2,143.06,0,36.22,65.51
71.09,2.0,4,0,233.78,0,7.29,3.84
408.45,3.6,6,1,30.18,0,42.03,46.39
86.45,1.6,4,1,307.84,0,26.32,4.49
451.12,2.4,4,2,412.44,1,8.35,66.06
211.97,3.0,6,0,203.86,0,19.48,24.23
358.88,2.0,4,1,317.36,0,42.97,35.53
159.71,2.0,4,0,210.09,1,22.76,15.78
263.09,2.4,4,0,343.26,0,1.69,25.41
14.37,4.4,8,0,-110.49,0,40.36,1.52
393.27,4.0,8,1,137.07,1,28.36,56.16
239.19,2.0,4,2,100.34,0,9.91,37.18
332.94,2.4,4,0,-361.13,0,27.5,25.21
381.42,3.3,6,0,-72.86,0,18.42,37.62
355.73,4.4,8,0,-183.04,0,26.46,34.91
369.37,2.0,4,1,393.62,1,6.2,27.72
440.32,3.5,6,1,-282.58,0,28.62,44.73
108.54,6.4,8,0,-187.11,0,6.58,12.15
316.1,2.0,4,0,-106.71,0,25.18,22.61
400.19,3.3,6,0,24.74,1,42.25,42.66
365.75,3.5,6,0,-86.96,0,7.31,28.15
372.41,3.6,6,0,257.07,1,1.18,42.42
242.33,3.5,6,1,245.93,1,41.39,36.24
421.46,2.5,4,2,-404.87,1,34.26,37.48
498.14,3.0,6,2,18.69,1,11.58,65.97
32.54,2.0,4,1,-9.9,1,41.4,2.99
122.47,2.0,4,1,433.72,0,30.11,13.92
126.76,3.0,6,0,-163.98,0,43.39,10.47
184.84,2.0,4,0,-77.37,1,10.88,11.42
374.89,3.0,6,1,-11.2,1,31.72,44.71
399.6,5.7,8,1,-183.04,1,25.35,46.31
382.15,2.4,4,0,141.24,0,15.96,31.8
435.78,2.0,4,0,151.08,0,17.95,40.45
172.59,2.5,4,0,-198.28,1,15.93,15.59
18.69,2.4,4,2,-405.1,1,43.41,1.81
312.03,2.5,4,0,-244.93,0,33.27,21.44
175.05,4.0,8,1,-341.39,1,18.92,22.23
31.4,3.5,6,0,324.57,0,23.92,3.61
451.18,3.0,6,1,-189.61,0,6.01,51.68
313.59,3.0,6,1,-46.38,1,16.1,29.77
403.01,1.5,4,0,91.4,0,27.17,17.09
82.83,3.3,6,1,284.14,0,21.29,11.16
460.59,2.0,4,2,-388.49,1,44.82,57.24
303.23,2.0,4,0,261.97,0,17.07,27.77
436.99,3.5,6,1,-371.54,0,4.35,60.46
340.86,4.0,8,1,-472.61,1,20.56,42.88
456.57,2.5,4,1,-147.31,0,40.92,38.41
99.44,1.6,4,2,-200.54,1,17.63,10.33
12.38,2.3,4,1,378.26,1,9.48,1.54
96.32,1.6,4,0,-433.18,1,43.95,6.26
108.19,2.0,4,2,141.64,1,14.35,12.62
25.04,1.6,4,0,20.59,1,34.64,1.64
149.45,3.5,6,2,332.61,1,22.08,25.67
293.6,2.0,4,0,-47.12,1,0.78,26.63
264.91,3.5,6,2,-278.38,1,6.09,37.98
35.9,2.0,4,0,-471.33,0,4.38,1.68
14.39,3.5,6,0,-234.4,0,5.2,1.48
308.21,2.0,4,2,168.6,0,19.64,40.26
172.79,3.0,6,2,-6.16,1,1.3,29.7
454.73,5.7,8,1,450.34,0,8.5,93.64
5.6,4.0,8,2,75.48,0,9.31,1.12
457.9,2.0,4,2,345.21,1,14.24,68.15
255.26,3.3,6,0,-137.96,1,33.38,26.04
141.84,2.5,4,1,18.52,0,27.4,12.21
62.27,2.5,4,1,-466.63,0,12.02,6.11
304.37,5.3,8,0,-428.8,1,43.37,34.96
444.43,1.3,3,0,-12.49,0,30.4,28.12
101.43,3.6,6,2,40.32,1,6.91,14.91
107.27,3.0,6,1,-451.57,0,15.1,10.34
31.86,4.0,6,0,425.84,0,40.09,4.66
242.68,3.5,6,0,-359.27,1,37.86,20.93
43.75,2.0,4,2,126.06,0,16.84,5.56
74.24,3.6,6,2,74.49,1,11.21,10.13
380.23,2.7,4,1,-149.98,0,3.08,49.24
363.76,3.0,6,1,-235.01,0,18.2,58.01
66.9,3.7,6,1,-20.72,0,2.14,7.26
41.14,2.0,4,2,460.66,1,32.56,4.47
161.3,4.0,8,0,-488.87,1,32.53,20.38
492.81,2.0,4,2,269.73,0,17.36,61.39
437.43,6.2,8,1,-71.97,1,18.46,62.13
277.15,5.6,8,2,-263.56,1,9.4,42.95
5.14,2.0,4,2,-109.3,1,2.33,0.59
78.6,2.4,4,1,-103.15,0,41.03,7.12
480.96,2.0,4,2,228.8,0,37.78,54.85
171.52,5.0,8,0,-163.94,1,35.96,17.78
32.42,2.5,4,2,-496.3,1,0.01,3.18
211.02,2.3,4,0,-323.78,1,39.33,18.26
105.91,3.0,6,0,-122.67,0,12.24,9.65
391.66,2.5,4,1,-361.31,0,2.04,17.79
286.33,4.4,8,1,485.4,1,44.31,43.46
103.85,3.5,6,0,-491.01,1,18.85,9.16
223.34,3.0,6,2,145.7,1,16.93,28.52
465.05,5.7,8,0,312.22,1,43.21,76.97
94.54,1.5,3,2,-186.43,1,44.39,11.96
153.27,3.8,6,2,-340.84,1,28.41,20.45
151.86,2.5,4,2,-332.21,0,32.03,20.06
257.19,3.0,6,0,-125.53,0,9.42,31.63
256.28,3.6,6,1,296.68,0,9.63,39.23
147.04,2.0,4,2,67.69,0,30.28,14.08
378.01,3.5,6,1,-387.97,1,0.84,45.74
100.43,2.0,4,2,433.27,1,9.56,17.43
87.72,2.5,4,2,-299.06,0,17.33,9.56
231.09,2.0,4,2,-433.82,1,42.73,23.49
158.95,3.3,6,1,178.55,1,11.22,17.18
243.4,4.0,6,1,-280.69,0,29.95,31.8
419.85,2.5,4,1,272.52,0,26.08,40.49
480.02,3.8,6,2,481.67,0,17.41,92.04
135.36,5.3,8,2,-414.56,1,19.76,20.48
242.72,2.7,6,2,-360.0,0,22.66,31.12
342.32,5.0,8,0,-135.72,1,43.65,39.84
106.93,2.0,4,2,369.33,0,14.12,15.67
21.43,3.3,6,1,-496.51,0,12.75,2.19
320.75,3.0,6,0,165.65,0,25.43,38.2
465.06,3.0,6,2,-308.6,1,2.6,58.19
342.39,2.0,4,2,-122.89,1,42.74,36.26
120.48,3.6,6,2,-447.7,0,32.41,15.5
227.14,3.0,6,0,116.99,0,18.57,23.15
293.28,6.2,8,1,377.98,0,16.2,52.57
400.8,3.6,6,2,-380.82,1,31.26,51.09
37.71,2.5,4,2,266.97,1,18.21,5.85
376.18,3.0,6,1,310.81,0,5.44,55.67
37.14,4.0,8,2,-318.84,1,32.48,5.07
390.71,2.0,4,1,2.41,1,6.82,36.68
151.16,4.4,8,0,121.36,0,5.89,19.24
122.52,2.0,4,2,396.95,0,43.49,18.89
190.18,2.4,4,2,-298.17,1,13.34,21.47
403.88,1.8,4,1,486.09,0,2.13,24.19
350.1,2.5,4,2,-433.99,1,4.16,35.43
390.85,2.3,4,2,406.64,0,41.05,78.51
19.19,2.0,4,1,196.08,0,15.98,2.19
268.59,2.5,4,0,-34.99,0,43.63,14.53
92.77,2.5,4,2,-161.8,1,25.67,11.89
235.67,3.5,6,0,-396.64,0,27.4,19.57
250.69,2.5,4,2,269.53,1,35.08,23.0
283.9,2.0,4,1,-88.41,1,20.23,24.88
374.25,6.2,8,2,-129.97,1,14.31,63.45
468.04,6.2,8,2,-259.68,0,44.83,84.02
310.85,3.0,6,2,169.39,0,17.97,46.78
306.22,3.6,6,1,1.31,1,24.72,34.07
38.95,2.0,4,2,-166.01,1,32.44,4.42
344.05,3.5,6,2,449.47,1,28.37,58.6
41.46,2.0,4,2,-87.44,1,40.24,5.09
225.27,3.6,6,1,-7.42,1,2.14,23.81
182.71,1.5,4,1,-469.36,1,30.63,13.76
381.27,3.0,6,0,440.29,0,31.17,39.42
342.11,5.0,8,2,-352.06,0,1.06,52.27
165.56,2.0,4,1,-8.5,0,43.28,15.14
272.82,3.5,6,1,208.79,1,16.08,27.63
496.81,3.7,6,2,108.98,0,8.93,84.53
127.7,2.0,4,1,-484.09,1,38.05,12.32
259.58,4.4,8,1,190.11,1,7.88,34.56
161.83,2.5,4,2,470.36,0,14.34,17.17
199.2,1.6,4,1,-39.01,1,32.42,15.26
256.83,3.0,6,1,24.21,1,9.72,33.6
181.07,3.4,6,1,-44.69,0,19.9,22.3
181.38,3.6,6,1,4.08,0,33.04,20.85
79.41,2.4,4,0,277.3,0,9.57,7.2
320.87,3.9,8,2,-83.76,0,35.32,56.56
45.88,6.7,12,0,289.93,0,26.04,7.35
154.03,5.0,8,2,86.68,1,43.95,25.64
158.19,2.7,4,1,237.03,0,8.07,18.72
233.42,4.0,8,0,118.42,0,40.79,29.25
484.92,2.0,4,0,265.74,1,17.86,35.68
325.18,1.5,3,0,-465.81,1,13.77,19.36
399.97,4.4,8,2,216.68,1,42.68,86.42
218.83,3.0,6,2,-229.18,1,36.19,26.14
279.2,4.0,8,1,270.98,1,6.55,46.19
227.13,3.8,6,2,-38.18,0,44.73,33.29
474.06,3.0,6,0,-490.35,0,42.24,49.53
199.7,2.4,4,2,-305.25,1,43.06,22.47
51.02,5.0,8,2,-224.79,0,8.62,9.67
213.23,3.0,6,2,283.38,1,17.33,40.19
16.39,2.0,4,2,42.61,1,13.3,1.79
10.01,3.0,6,0,15.23,0,16.3,1.09
470.6,3.4,6,1,-466.58,1,30.49,46.43
321.46,2.7,4,2,434.47,0,29.11,72.15
283.29,3.5,6,1,-46.1,1,8.41,32.42
375.37,3.5,6,1,-277.75,1,36.99,37.0
357.77,2.0,4,2,-410.7,0,15.15,33.61
239.28,3.6,6,2,-0.64,0,29.45,31.08
371.92,2.0,4,2,-73.75,0,12.41,48.99
372.12,2.0,4,2,35.83,0,8.58,41.96
153.68,6.2,8,2,427.49,0,17.86,32.19
199.24,1.5,4,1,-63.13,0,33.56,16.83
113.96,2.0,4,0,12.52,1,5.68,10.6
267.89,2.5,4,2,-165.97,1,43.95,18.93
393.82,2.0,4,2,469.52,1,43.85,59.72
222.72,5.3,8,2,-313.06,0,40.04,43.48
252.63,2.0,4,2,317.52,1,38.68,27.42
494.59,3.5,6,1,-254.94,0,12.96,48.39
459.41,5.0,8,2,120.51,0,29.8,90.86
159.0,2.4,4,0,108.32,0,3.66,15.08
389.32,2.0,4,1,-196.91,1,44.7,40.27
434.29,1.4,4,2,-450.04,0,37.6,38.03
227.13,2.0,4,2,241.12,1,41.42,22.6
108.96,3.0,6,2,-195.83,1,44.51,17.12
409.84,5.3,8,1,-142.65,0,24.28,53.45
151.34,6.6,12,2,50.42,1,1.43,30.49
443.15,4.4,8,1,87.09,0,20.05,54.91
309.64,2.0,4,0,-309.77,1,41.92,28.93
45.62,5.3,8,1,215.68,1,19.06,7.04
285.68,2.5,4,2,-148.12,0,23.65,39.83
315.63,5.3,8,1,-23.61,1,37.18,47.8
338.0,2.0,4,1,213.18,0,1.17,42.53
349.1,1.5,3,0,124.95,1,31.54,25.22
309.83,5.3,8,0,-368.53,0,22.81,34.1
423.96,3.0,6,0,-469.94,0,2.01,34.5
398.64,2.0,4,0,-404.42,1,31.91,27.64
249.85,3.5,6,1,358.21,1,10.22,27.04
345.64,1.3,3,1,-7.86,0,4.02,28.83
402.76,2.4,4,1,-165.06,1,6.64,32.43
249.9,1.4,4,1,454.67,0,0.34,24.36
193.97,2.0,4,1,71.1,1,5.24,21.05
478.48,5.3,8,2,7.78,1,21.57,79.52
107.62,2.0,4,0,-6.71,1,6.89,9.96
331.58,3.5,6,2,-281.95,0,27.48,46.86
41.75,3.6,6,0,185.02,0,26.24,4.29
417.83,3.0,6,2,-106.05,0,18.13,61.48
360.02,1.8,4,0,163.49,1,4.65,25.95
480.18,3.0,6,0,158.95,0,18.58,42.96
383.59,2.7,4,1,-423.75,0,16.24,51.28
347.92,1.4,4,1,-145.03,0,39.04,26.25
241.09,6.2,8,1,-259.57,0,27.09,30.75
114.54,2.0,4,0,16.15,1,23.83,9.03
12.4,2.0,4,1,481.25,0,41.81,1.33
368.63,3.0,6,1,444.04,1,7.16,60.22
266.45,2.4,4,2,-191.68,1,1.04,34.8
138.39,2.7,4,2,139.98,1,34.97,19.28
439.55,3.3,6,1,-259.9,0,9.95,48.37
461.79,3.0,6,0,-485.03,1,37.46,52.15
309.5,5.3,8,2,453.25,1,30.42,62.54
269.6,3.0,4,2,-263.51,0,44.32,26.94
44.66,2.0,4,2,157.64,0,1.34,4.14
31.17,3.4,6,2,-331.42,0,11.28,3.79
378.19,2.0,4,2,-26.03,1,24.5,38.46
77.86,3.0,6,2,-90.55,1,44.72,9.64
150.17,2.0,4,1,108.06,1,25.23,17.82
64.64,3.6,6,1,246.28,0,44.22,8.68
329.09,2.3,4,2,-243.08,0,26.85,51.34
5.71,3.5,6,0,-241.76,1,29.64,0.42
310.25,2.5,4,2,52.96,0,9.13,33.7
60.16,2.5,4,2,364.9,1,37.63,7.1
363.63,2.5,4,1,265.44,1,36.12,47.0
496.72,6.2,8,1,180.1,1,28.55,82.38
428.65,3.8,6,0,-261.77,0,34.99,39.74
245.44,6.2,8,2,360.23,0,40.53,51.27
453.89,2.0,4,1,-261.26,1,25.67,45.03
110.85,3.0,6,2,101.12,0,31.34,15.33
181.88,3.5,6,0,315.82,1,3.97,15.61
239.59,2.0,4,2,37.71,1,3.25,38.41
277.97,2.5,4,2,-293.52,1,30.46,20.67
111.16,3.0,6,1,-67.2,1,31.46,15.57
24.35,1.6,4,0,292.93,1,39.99,1.14
134.4,3.3,6,0,340.79,0,42.7,16.02
439.78,3.0,6,1,333.4,1,16.75,58.97
467.25,2.0,4,1,423.31,0,6.82,57.3
351.17,2.0,4,0,309.82,1,5.9,27.35
250.53,5.7,8,0,-108.4,1,35.62,27.24
330.82,2.0,4,1,-398.94,1,27.03,29.0
12.41,3.2,6,0,460.69,0,26.39,1.37
140.33,3.0,6,1,-30.17,1,4.77,17.62
105.74,2.0,4,0,299.74,1,12.87,9.61
453.92,2.0,4,0,470.4,1,9.56,42.96
406.8,5.0,8,1,206.15,1,10.79,54.66
151.45,2.0,4,2,-324.84,1,36.89,17.02
357.24,3.5,6,1,-319.81,0,15.97,36.8
283.42,1.5,4,1,-36.21,1,10.47,25.23
286.84,2.0,4,0,135.68,0,2.69,27.28
237.57,2.5,4,0,-156.33,0,10.5,12.91
108.52,2.4,4,0,82.3,0,39.64,11.08
424.57,2.0,4,2,274.63,0,21.09,55.78
356.91,3.0,6,2,171.67,0,33.09,50.4
296.23,3.6,6,2,174.69,0,8.89,44.75
232.92,2.5,4,0,400.27,0,17.06,14.48
228.9,2.5,4,0,333.64,1,39.21,25.9
471.01,5.0,8,0,-350.91,1,24.87,48.29
26.37,2.0,4,0,296.7,1,13.9,2.45
88.35,4.0,8,1,-219.33,0,23.54,13.45
82.53,4.0,8,2,233.7,0,39.41,18.54
420.2,3.6,6,2,-55.4,1,12.96,54.29
274.99,1.6,4,1,-433.01,1,25.48,17.43
257.72,3.0,4,1,-76.89,1,13.6,22.57
363.73,2.0,4,1,-42.35,0,29.11,35.84
353.2,2.0,4,2,-42.82,0,2.67,34.05
381.53,2.3,4,1,-379.0,0,5.97,39.84
481.18,3.0,6,2,86.92,0,3.25,64.45
339.81,3.0,6,1,321.99,0,40.18,40.44
271.01,6.3,12,2,419.56,1,19.12,75.89
321.99,3.0,6,1,437.01,1,31.49,48.3
465.88,2.0,4,2,123.43,0,1.3,50.32
22.92,1.6,4,0,-214.47,1,3.38,0.84
87.04,1.2,3,1,-412.83,0,33.35,6.41
437.54,3.0,6,1,-437.89,0,27.8,43.71
57.76,2.5,4,0,218.04,1,34.8,3.7
351.51,4.0,6,1,-27.99,1,8.43,51.91
406.19,2.0,4,2,-338.13,1,1.32,48.27
343.27,1.4,4,2,51.3,1,2.54,39.66
485.07,1.6,4,0,266.16,0,4.63,38.98
103.02,2.5,4,0,-260.71,1,8.76,5.7
97.06,2.0,4,0,-260.66,0,0.1,7.54
158.51,3.7,6,0,316.16,0,3.87,18.42
219.08,6.2,8,1,-213.1,0,2.09,32.71
117.01,2.0,4,2,-36.55,1,1.9,14.1
114.6,2.5,4,0,427.16,0,14.15,7.14
264.2,2.0,4,2,193.64,1,25.76,29.41
89.3,2.0,4,0,87.76,0,13.44,7.4
239.42,3.6,6,0,-426.71,0,6.24,27.38
125.29,3.0,6,1,-323.14,0,3.25,16.41
245.05,3.8,6,1,11.24,1,33.35,26.44
347.92,2.0,4,1,-135.95,1,36.38,30.21
104.8,2.0,4,1,-78.88,1,40.58,9.67
405.5,2.7,4,0,134.33,0,36.58,38.74
322.61,3.6,6,1,-319.55,0,20.46,31.44
80.8,2.0,4,2,-289.2,1,37.01,8.79
177.36,1.4,4,1,98.58,0,17.21,13.59
275.13,1.6,4,1,-468.98,0,31.0,15.1
489.88,3.0,6,1,-190.74,1,44.96,56.0
219.13,1.2,3,1,-380.85,1,1.42,16.94
232.71,3.0,6,1,379.64,1,24.47,26.19
113.47,2.0,4,0,435.76,1,23.39,12.29
362.96,3.5,6,1,448.17,1,26.3,39.03
393.54,1.5,4,0,349.21,1,34.63,33.28
252.78,3.3,6,2,439.74,0,19.09,46.57
48.75,2.5,4,1,424.51,0,21.87,3.18
381.66,3.8,6,0,448.2,1,15.87,46.33
252.22,1.4,4,2,133.35,1,28.13,22.89
102.28,3.0,6,0,110.92,0,43.45,11.13
233.3,2.0,4,1,-151.57,1,0.44,23.38
399.12,3.5,6,1,-45.53,0,32.46,36.13
298.29,2.0,4,0,209.04,0,29.15,29.25
333.85,3.0,6,1,-420.83,0,40.8,30.55
295.86,2.0,4,1,290.65,0,23.19,26.77
202.69,2.5,4,0,-468.12,0,40.81,8.52
460.47,1.5,4,2,-199.4,1,25.49,50.3
65.1,3.0,6,1,128.89,0,17.95,6.2
349.89,4.0,8,2,393.5,1,43.46,74.02
457.2,1.6,4,0,11.48,0,2.84,26.56
276.43,3.0,6,0,197.73,1,8.73,30.95
282.53,5.0,8,0,-135.25,0,38.18,29.89
399.25,2.0,4,0,-445.35,0,37.52,25.58
292.48,3.5,6,1,-235.31,0,38.19,28.47
381.25,1.5,4,2,219.1,1,7.68,46.53
320.81,5.3,8,1,72.93,0,4.56,54.52
117.38,2.0,4,1,168.63,0,28.74,10.38
